age_window,drip_DET_med,drip_DET_p5,drip_DET_p95,drip_TRANS_med,drip_TRANS_p5,drip_TRANS_p95,d18O_DET_med,d18O_DET_p5,d18O_DET_p95,d18O_TRANS_med,d18O_TRANS_p5,d18O_TRANS_p95
78.5,0.7214016653449643,0.6377094522019334,0.7876509661835749,0.37723559901108217,0.3185005632629126,0.4680459014433852,0.7289049413735343,0.6664215686274509,0.8020419283604348,0.37463803793612777,0.28839031339031335,0.48014634146341456
83.5,0.7184175531914894,0.6466571018651364,0.7879292929292929,0.37631934032983505,0.31157015842383545,0.45944332563475804,0.7279520154526509,0.657241428368189,0.8068475951323159,0.35712553003619285,0.2729986956876172,0.47208959677720164
88.5,0.719900028977108,0.6376152832674571,0.7826434726806013,0.37787573544144704,0.3082473045000021,0.4554551393728223,0.7230655897287485,0.6574693776208342,0.8074653607262302,0.34915483211967446,0.26307360853905715,0.44713617637234143
93.5,0.7208710407239819,0.640933121860957,0.7866225961538461,0.3735547983425742,0.3086123368206041,0.45998252989026583,0.720932407160032,0.6665869218500797,0.8061037405564768,0.3368359324391591,0.26229934981656833,0.41854901670734607
98.5,0.7159512453630101,0.6427035330261137,0.7858615611192931,0.3751822797953933,0.30366667380334394,0.4488607407407405,0.7260963623738048,0.6665820642978003,0.793753200204813,0.3325945368998867,0.26523425572765996,0.41008061898940934
103.5,0.7138981791155704,0.6428243774574051,0.7895348837209302,0.3731263368983957,0.30235976123907155,0.45895242614818643,0.7238416432227232,0.6601687592131348,0.7884778342699135,0.33068153300430186,0.2592053983336776,0.40205711870547034
108.5,0.7183390356035497,0.6405560458958518,0.7871953541507997,0.37402671767733653,0.30435267212067807,0.45592276674937965,0.7288119694198208,0.6629562328020352,0.7908163265306123,0.3323571124270831,0.2689734627831715,0.4030436017127216
113.5,0.7167589355089354,0.6378198685736374,0.7822359735973597,0.378764514680601,0.3036414985590778,0.4553438938108505,0.7255034041427093,0.6598947368421053,0.7919827564217025,0.33826276582932086,0.26694188014103637,0.4012555132317562
118.5,0.7163820321469575,0.6383841992446667,0.7948901098901099,0.3823485504586406,0.3055497722836695,0.47754351736590833,0.7296632094695148,0.6666666666666666,0.7889711716477122,0.33383534136546184,0.2645601769048161,0.4042983659150325
123.5,0.7266096090254814,0.6246173469387755,0.7895604395604395,0.3878196848359597,0.31890253328831153,0.47227840346739564,0.7323232323232324,0.674601507027967,0.7943237128048619,0.33555944055944054,0.27235912104362703,0.40771943508291897
128.5,0.7237194509541346,0.6402371293344924,0.8022355769230769,0.39573386546942435,0.327878672532287,0.4916230660530149,0.733500837520938,0.6665086887835703,0.7972610694984356,0.3423044024116,0.2704794970092036,0.4083387369642483
133.5,0.7239712073882929,0.6427035330261137,0.8095604395604395,0.40734722947208235,0.32450581865928013,0.49669222545419195,0.7288368636194723,0.6583233323332334,0.78982986997205,0.34137057107795543,0.2839765090947865,0.4052507485260032
138.5,0.7341710350498509,0.656420300566642,0.8041739360296062,0.4212419739344957,0.3333202099737533,0.5201293097525113,0.7274977497749775,0.6631675744500247,0.7962189054726367,0.3407087846613393,0.2798872796769629,0.4049827332899141
143.5,0.7343372584541064,0.6530618686868688,0.8156563550960283,0.4306958128078818,0.34333117107118216,0.545403574087863,0.7272643994045573,0.6630653266331659,0.7944164869398513,0.3411463101995972,0.2826263565891473,0.4122264302210097
148.5,0.7392460684551341,0.6457198844884489,0.8325755166931638,0.44972656014785295,0.35359465737514517,0.5584468880570207,0.7292663192213418,0.6479446441789151,0.7900121951219512,0.34315894242929945,0.2875598024074227,0.4217179340650678
153.5,0.7449489795918367,0.6648917174706017,0.8428077870576217,0.4557333675081978,0.35801652391725924,0.5633883398236579,0.7270243417784401,0.6523841354723708,0.7981252300331249,0.342970167876588,0.2890872721015541,0.421640372355994
158.5,0.7368421052631579,0.6616757482429124,0.8458510081173082,0.4656263389603096,0.37462336602140883,0.5707867442678669,0.7253499393805798,0.6580982392957183,0.7949832775919732,0.3409909508854858,0.28897086945436,0.42738076438075256
163.5,0.75,0.6519268476621418,0.8694633838383837,0.47208910892029576,0.3801626031166655,0.5848672829463444,0.7286432160804021,0.6545052557105316,0.7947560975609756,0.3446962492969202,0.28935238067505736,0.4276087236682708
168.5,0.75,0.6516704374057315,0.8715554098734466,0.4718526563489909,0.3793908528852251,0.5936328846188317,0.7242240646258504,0.6562726704190119,0.8000943396226415,0.3470365256888903,0.2850521673902666,0.42445887445887437
173.5,0.74688995215311,0.6553047742968672,0.8505311271857379,0.4789340552054673,0.38813060686533324,0.5949292452830187,0.7215525328330206,0.658516852770885,0.7949340303709235,0.3478825003853655,0.2893266804655019,0.42204524750703565
178.5,0.75,0.6545685279187817,0.8521304990995626,0.4706083310833108,0.38692094572526636,0.5811558654875563,0.7191297208538587,0.6600478468899521,0.7858374384236453,0.34440005510400884,0.28745878849572315,0.41558904278619246
183.5,0.7435226204859713,0.6477420755536257,0.8413984113712375,0.4638391470015863,0.37023574003759696,0.584221722155365,0.7177033492822966,0.6589114832535885,0.7942265795206971,0.3417327220955264,0.28869849849670887,0.4058843525663285
188.5,0.7475719000471476,0.6421197266785502,0.8470788833668182,0.46053551326406117,0.37240239897378724,0.5647561374795417,0.7250592417061612,0.6537728937728938,0.7877429959977129,0.34761516952379035,0.28618674388962184,0.4132179894986818
193.5,0.744634068538097,0.6502339901477833,0.8446080090242526,0.4526602721550078,0.3639435961633402,0.5549890664539553,0.7252996098104794,0.6532112624217887,0.7871590696805529,0.3458142904259329,0.2855474397124423,0.408567038272035
198.5,0.7448404255319149,0.6333981172986408,0.8293969849246231,0.442753659640827,0.3559936567524811,0.5470920763676714,0.7214016653449643,0.6516785007003816,0.7837056036069193,0.3440400597926422,0.2788903708787807,0.40714135576796595
203.5,0.7401682294539438,0.6432719151312116,0.8293200859883143,0.4326344844269447,0.34965721758542573,0.5442940782870526,0.7222065859836757,0.6557818765036086,0.7904030688194206,0.34397138295397833,0.2794598388554506,0.40549651640952705
208.5,0.7411130874126775,0.644541811381245,0.8193975341186808,0.43057211731727885,0.3433848303845883,0.5372896007068686,0.7264283327764784,0.6402371293344924,0.7971961255553127,0.34507356002775846,0.2904725472547255,0.4082009888098428
213.5,0.7314616149458371,0.6472916666666667,0.8290339611521744,0.41715035682060536,0.34177696078431374,0.5391392531145571,0.7267867271695972,0.659830382567785,0.7898086490623804,0.3445379604542572,0.2895028685007002,0.41628356099858693
218.5,0.7352884615384616,0.6465981054063955,0.8205197881828317,0.4114344607855124,0.332211845199531,0.5108907501078832,0.7310482712383871,0.6643129530014901,0.7923628871838589,0.3468338280477009,0.2787198582479236,0.40953230206640345
223.5,0.7311538752935829,0.6363415710503089,0.8190500119645848,0.40514807690465016,0.33023126566823197,0.5139963307532811,0.7336819969412278,0.6649183168316832,0.7923034694773825,0.3445972557727798,0.28938463936811476,0.40536537627128344
228.5,0.733829244745897,0.637087912087912,0.8200030785807741,0.4011449771811727,0.32418462219598587,0.4895675808083394,0.7299303779482808,0.6761495968945954,0.7910556441095493,0.3482534232903509,0.2909368895057212,0.40846240138510437
233.5,0.7258839950372209,0.6347691484482495,0.8166091557395905,0.3957511845540597,0.3220146845380776,0.48330726076167874,0.7349418604651163,0.6695707547169811,0.7948782051282051,0.3448551669471617,0.2883222777980522,0.410910854847866
238.5,0.7284241721427651,0.6386940378245539,0.8300458937198067,0.389308492782813,0.33112249560372253,0.4732707509881423,0.7379796578825706,0.6680740670220868,0.8085262828535669,0.3440253507260645,0.2893106334594826,0.4082432295173855
243.5,0.7293176328502415,0.6317391408342901,0.8099086867715968,0.38714987698070247,0.3185256906203067,0.4664014668497674,0.7382700092669365,0.6731570549350354,0.802018802797711,0.3458155396511662,0.2918295599419704,0.42669826933484345
248.5,0.7282051282051282,0.6315567765567766,0.8067107433756057,0.38604556354916064,0.3218368840461864,0.4581689080943409,0.7481179585691293,0.6775700136612022,0.8063151210408999,0.3475829624907831,0.2897529996044478,0.4294373885918003
253.5,0.7263654419066534,0.6372338927686416,0.8037709881640517,0.38512933045467557,0.3247917236702293,0.4589971020783845,0.7456015749601276,0.6859691717715026,0.817240488155061,0.3524503149907765,0.2860411710282844,0.4282206345829395
258.5,0.7214271110202413,0.6313471502590673,0.8102735836882177,0.38265452056126714,0.31600429254654794,0.4610591926312755,0.751913299438052,0.6878660049627792,0.8156144244105409,0.3500176383349412,0.29170356764085237,0.41717877641428963
263.5,0.7168238993710692,0.6399711538461539,0.7964814814814815,0.3829462274424338,0.31915118097618167,0.45759020889222063,0.7512437810945274,0.6736842105263158,0.8154129306276545,0.35029889121002733,0.2874855734278444,0.4235006101382244
268.5,0.7161036920659858,0.6344682741116752,0.7958267676510954,0.38367136058512696,0.31590247609216165,0.45967064609932295,0.7544563279857397,0.6908769063180827,0.820251218995124,0.3470877402055713,0.2814577071704594,0.42860387152590024
273.5,0.7167362586379509,0.6403849662470352,0.7885553255118471,0.38110001831837337,0.3139106530653309,0.45222029434864963,0.7545467032967033,0.6858206806282723,0.8288839322822864,0.34567627494456765,0.27777095277095276,0.42857142857142855
278.5,0.7191297208538587,0.6387058237929318,0.7922744911697156,0.3797145073923476,0.3172599204832174,0.4529844885653899,0.7513382761285889,0.679888888888889,0.8229933554817275,0.336008838273844,0.2659510923371395,0.4143710465209384
283.5,0.7200070085855172,0.6371527969517918,0.7946003457906636,0.37328195169942946,0.30888994860171115,0.4488635498103989,0.7514637904468413,0.6801707939535014,0.8256042568542568,0.3279473176999679,0.2597792553656447,0.404955433438605
288.5,0.717388260007002,0.6380018371427028,0.7913454937726782,0.3752821336988762,0.30773561301084235,0.4614438477713177,0.7520554344440984,0.6779761904761905,0.825184129246852,0.3213755707762557,0.2473883610131625,0.4114005371485732
293.5,0.724313863476425,0.6373627580149319,0.7921217121712172,0.3720364184588263,0.30715356681064127,0.47637409342482756,0.75,0.6733338730569948,0.8236687306501547,0.3273771874341134,0.2553581606574859,0.4094157303370786
298.5,0.7261020571733903,0.64079099851772,0.7979843591109389,0.3798676255759074,0.3098012437027708,0.4652043764241043,0.7514287580418666,0.6823135064081499,0.8324181117533719,0.3374870910165414,0.2597778811343524,0.41960337173046075
303.5,0.7220867208672086,0.6503732253500513,0.7963784799407219,0.38144494633155357,0.30790038885105825,0.46305623953511266,0.7579087579087579,0.6770129504504505,0.8354486036838977,0.3441636730034201,0.2697181462397125,0.4253225133594231
308.5,0.731593429500542,0.6518369719021629,0.8125612745098039,0.38570064470690213,0.30953981077074605,0.4573076461419341,0.760643115942029,0.6820064484126984,0.8415300546448088,0.34828632480352195,0.288801126174821,0.42320186824646644
313.5,0.738911951059646,0.6560132575757576,0.8179223931064572,0.3883009290073402,0.3227765635759408,0.4594065867281479,0.7595811518324607,0.6795274789182902,0.8324948300873483,0.3568720613505528,0.2910476872860441,0.4331668237700407
318.5,0.7421798631476051,0.6632825969164081,0.8309701492537312,0.3924805983415805,0.3092372213061868,0.46193944506936635,0.7552637411347518,0.6858638743455497,0.8334935897435898,0.35965063565585886,0.30328038298335325,0.4318295795259851
323.5,0.7386751650352834,0.6678697716710447,0.8157894736842105,0.3884001757445114,0.3133505523731588,0.47730342275670673,0.7518852921561586,0.6819388657319692,0.8293294727217311,0.36380223641539466,0.2954851345922057,0.4298409696434241
328.5,0.743003706991072,0.6494571177889888,0.818825110689437,0.3926377812124569,0.3221339573553081,0.47939138653213287,0.7564109308013993,0.6839246061118748,0.8317176870748298,0.36151013222190287,0.2958569566574266,0.4337958759304098
333.5,0.75,0.6576074269116968,0.823723499552105,0.391500549364307,0.3288678677339517,0.4759909796826441,0.7474215842636895,0.6748708690037782,0.821580547112462,0.36665394440297056,0.2944118514528994,0.4317269053238372
338.5,0.7414230019493178,0.6596745436536012,0.8249559318412477,0.3923014736267748,0.3173516688264382,0.47314444304234626,0.741205141803672,0.6603728446330234,0.8098088332234674,0.363703557312253,0.2973576278747026,0.4229318404233799
343.5,0.7417534499563946,0.6561298076923077,0.8324644905934517,0.38851435664551337,0.32918123027908297,0.46380018629067604,0.7321409976049151,0.6646560332496694,0.8050084778922656,0.36210799822810213,0.28868326515628273,0.4168737100890423
348.5,0.742421149331428,0.6559617718446602,0.8208315880595348,0.38682068273845227,0.3261663951864902,0.4806324075541362,0.7320574162679426,0.6664912280701754,0.7962458200014434,0.3593445151082846,0.292526455578631,0.4278828736616171
353.5,0.7438799762329174,0.6521981565581921,0.8325296108291033,0.3835571461404603,0.31660727766262664,0.45379335126967146,0.7226495726495726,0.6635024852618194,0.8000462962962963,0.35541753311715507,0.2955512900633872,0.4227698771816419
358.5,0.740632067099877,0.6595284369885434,0.8126488095238095,0.37875354207491574,0.3124244933749026,0.46683584234289727,0.7256483238456672,0.6650363399685416,0.789712918660287,0.3570904180455704,0.28815222801117385,0.42446884007815167
363.5,0.7328135522975703,0.645420221633814,0.8178397893536739,0.3768755735224821,0.30451077054978026,0.45158523797294975,0.7255357957136344,0.657233658360419,0.7877962927846781,0.3551310303289247,0.28831328361850833,0.41777234552363435
368.5,0.7341710350498509,0.6581546621998883,0.8105405405405405,0.3726263935328328,0.31121206112107624,0.44593496546465056,0.7215212596809766,0.6582728272827283,0.7815533980582524,0.35366493371110874,0.29120393832604863,0.41142700097859947
373.5,0.7263157894736842,0.6535843054082715,0.809313399778516,0.36796990294791176,0.3086042824508166,0.43685129181872373,0.7178852500634678,0.6538271134805789,0.7800995260663507,0.35531541066892464,0.2992480953014269,0.41885398841526433
378.5,0.7245637385388939,0.6569215796632428,0.8058131868131868,0.36750900343504045,0.30881739862390994,0.43719903644195507,0.723232406340848,0.6487738958470666,0.7757346938775509,0.3525424824722667,0.2944237188740527,0.4142140392980351
383.5,0.7319510898458268,0.6541628740471044,0.8045235878336437,0.3599204771371769,0.30255676384116753,0.43271909080683163,0.7215525328330206,0.6547735259664194,0.7800048355899419,0.35098041904344013,0.29162183842503553,0.42270805875607215
388.5,0.7242429076599931,0.6564048688595856,0.8000523560209424,0.36543055338236063,0.3004135904674013,0.43588341651268414,0.7161387434554973,0.651522649908353,0.7849153297682708,0.35331005311823727,0.2911226925377921,0.4227399471778882
393.5,0.7235552473416551,0.6549329268292683,0.794355881085739,0.3615228902831741,0.2983732533233604,0.4248939824463399,0.7218246663598711,0.6484870680945646,0.7809910563210055,0.3547312058256586,0.28899717855887364,0.4221269124655129
398.5,0.7312643555365632,0.6519268476621418,0.801316418767038,0.3657974904855672,0.28531823454967303,0.4230512312382325,0.720595664830274,0.6506941334527541,0.7761284722222221,0.35451580731413324,0.28465595853655556,0.4229391416024525
