-5.500000000000000000e+00,-1.732378939876651884e+02,-4.952818555490311070e+01
-6.500000000000000000e+00,-3.050124577443327780e+02,-1.136854722248965004e+02
-7.500000000000000000e+00,-7.780317274760649298e+02,-1.188507760733411942e+02
-8.500000000000000000e+00,-1.250218296872129486e+03,-3.300102704553234645e+01
-9.119999999999890861e+00,-1.341821876533168506e+03,-5.097943814520223071e+01
-9.200000000000045475e+00,-1.446494451642728791e+03,-3.354631253654054746e+01
-9.279999999999972715e+00,-1.659025330027371865e+03,-4.573857166097283056e+01
-9.369999999999890861e+00,-1.685119229860026962e+03,-5.861602075563482828e+01
-9.450000000000045475e+00,-1.967322211187938819e+03,-4.401643835616438594e+01
-9.529999999999972715e+00,-1.788655382009212190e+03,-4.500640307347526914e+01
-9.619999999999890861e+00,-1.929504958134339859e+03,-6.317734958710184401e+01
-9.700000000000045475e+00,-1.802145968569895103e+03,-3.851218537754694182e+01
-9.789999999999963620e+00,-1.705283862497988366e+03,-4.157800242620299258e+01
-9.869999999999890861e+00,-1.653142502961083665e+03,-2.615547415547415611e+01
-9.950000000000045475e+00,-1.580890993804024674e+03,-4.618562628336755438e+01
-1.003999999999996362e+01,-1.461241284889718827e+03,-4.687869945810754757e+01
-1.011999999999989086e+01,-1.501322864927799628e+03,-3.331812525922853752e+01
-1.020000000000004547e+01,-1.503987872831482719e+03,-3.530549796832241327e+01
-1.028999999999996362e+01,-1.487984547209869561e+03,-4.672289156626506212e+01
-1.036999999999989086e+01,-1.600660486965100063e+03,-3.949037279803359723e+01
-1.045000000000004547e+01,-1.699434827006372416e+03,-3.250647458724506578e+01
-1.053999999999996362e+01,-1.679907226433063443e+03,-3.910270971929255523e+01
-1.061999999999989086e+01,-1.614470240274115440e+03,-4.599296581056764666e+01
-1.070000000000004547e+01,-1.574950645971590120e+03,-5.282262041755712545e+01
-1.078999999999996362e+01,-1.535235667251287623e+03,-4.644886832975385005e+01
-1.086999999999989086e+01,-1.508649510268003269e+03,-4.660285098624234479e+01
-1.095000000000004547e+01,-1.535235667251287623e+03,-4.644886832975385005e+01
-1.103999999999996362e+01,-1.488651989360558900e+03,-4.671900963775340898e+01
-1.111999999999989086e+01,-1.508649510268003269e+03,-5.991795126802585258e+01
-1.120000000000004547e+01,-1.608554681360137010e+03,-5.260211181141033165e+01
-1.128999999999996362e+01,-1.555779588030726018e+03,-4.633022987558705097e+01
