-5.500000000000000000e+00,-4.015496209582425813e+00,-1.340840579710145164e+02
-6.500000000000000000e+00,-1.401510569786884162e+02,-3.473388364779874138e+01
-7.500000000000000000e+00,-2.810021231355078726e+02,-4.343839320200849841e+01
-8.500000000000000000e+00,-9.739507006233308175e+02,-3.771361502347417627e+01
-9.500000000000000000e+00,-1.636778675750119646e+03,-4.717585644371941100e+01
-1.050000000000000000e+01,-1.507317889875397441e+03,-3.329326923076923350e+01
-1.150000000000000000e+01,-1.651180602841428254e+03,-4.120493404982901353e+01
-1.250000000000000000e+01,-2.075375700580926150e+03,-4.032630522088353331e+01
-1.336999999999989086e+01,-3.335971689126522961e+03,-3.558319910219171334e+02
-1.345000000000004547e+01,-3.304622838281484746e+03,-5.323745775067930452e+01
-1.352999999999997272e+01,-3.723659549010606497e+03,-1.010630936654714844e+02
-1.361999999999989086e+01,-4.140649148638162842e+03,-1.391286430960344092e+02
-1.370000000000004547e+01,-3.922791728779377081e+03,-5.422373588610701489e+01
-1.378999999999996362e+01,-4.139689583445597236e+03,-5.277923784494086590e+01
-1.386999999999989086e+01,-4.168426795109181512e+03,-6.215271991429591480e+01
-1.395000000000004547e+01,-4.015909115791521799e+03,-8.770714545675117790e+01
-1.411999999999989086e+01,-4.192296189268845410e+03,-3.813434607168288437e+01
-1.420000000000004547e+01,-4.139689583445597236e+03,-9.596225062716523269e+01
-1.428999999999996362e+01,-4.081421606241551217e+03,-1.063269358041032433e+02
-1.436999999999989086e+01,-4.207535463462217194e+03,-1.384507818052594246e+02
-1.445000000000004547e+01,-4.367225654902875249e+03,-1.357256575509493359e+02
-1.461999999999989086e+01,-4.240297101212780944e+03,-5.212233822922196680e+01
-1.470000000000004547e+01,-4.349482448433167519e+03,-6.076752982251964141e+01
-1.486999999999989086e+01,-4.390977476711898817e+03,-5.580409864536296993e+01
-1.495000000000004547e+01,-4.367225654902875249e+03,-2.798467165998955153e+01
-1.503999999999996362e+01,-4.432721897693039864e+03,-5.088862013360976277e+01
-1.511999999999989086e+01,-4.334510343219448259e+03,-5.151460385938319320e+01
-1.520000000000004547e+01,-4.259228353714794139e+03,-4.727240628494085684e+01
-1.528999999999996362e+01,-4.245034098637464922e+03,-5.682721216765902739e+01
-1.536999999999989086e+01,-4.302131469460905464e+03,-5.642472488878483006e+01
-1.545000000000004547e+01,-4.334978644149420688e+03,-5.619447359216509597e+01
-1.552999999999997272e+01,-4.381671405235521888e+03,-6.052451605424828784e+01
-1.561999999999989086e+01,-4.405380615421172479e+03,-5.570413175382837778e+01
-1.570000000000004547e+01,-4.306832154245988022e+03,-5.639171639171639328e+01
-1.578999999999996362e+01,-4.321386820842035377e+03,-5.628963503649635669e+01
-1.586999999999989086e+01,-4.386791078632260906e+03,-6.513871995366348244e+01
-1.595000000000004547e+01,-4.358825863269611546e+03,-5.602789886660854535e+01
-1.603999999999996362e+01,-4.231763460183612551e+03,-8.063832299970475503e+01
-1.611999999999989086e+01,-3.776543215978410899e+03,-6.023997000374953359e+01
-1.627999999999997272e+01,-4.092529920051372756e+03,-5.791636625811102590e+01
-1.636999999999989086e+01,-4.024675045730812599e+03,-5.840765874939408064e+01
-1.661999999999989086e+01,-4.208486958873458207e+03,-9.038671088475659587e+01
-1.670000000000004547e+01,-4.097837166708280165e+03,-5.305493845691984234e+01
-1.678999999999996362e+01,-4.103622894105625164e+03,-4.819703605927881540e+01
-1.686999999999989086e+01,-4.044606249032763117e+03,-5.826291931097008359e+01
-1.695000000000004547e+01,-3.902061394693858801e+03,-5.436384889873261983e+01
-1.703999999999996362e+01,-3.906014156490924051e+03,-5.433710490714548769e+01
-1.720000000000004547e+01,-3.921312763480161266e+03,-5.916405818449641174e+01
-1.727999999999997272e+01,-3.918847216055876743e+03,-5.918222003929273001e+01
-1.786999999999989086e+01,-3.731740530515730825e+03,-6.057688682209514752e+01
-1.820000000000004547e+01,-3.547406174898193512e+03,-5.681777263374485187e+01
-1.828999999999996362e+01,-3.547406174898193512e+03,-5.681777263374485187e+01
-1.836999999999989086e+01,-3.716582015513124588e+03,-6.069130516904866823e+01
-1.853999999999996362e+01,-3.417225715236830638e+03,-7.349496797804209791e+01
