-5.119999999999890861e+00,7.667830137208761698e+01,-6.244734982332155226e+01
-5.279999999999972715e+00,6.428971931788623806e+00,-6.109967974379503630e+01
-5.369999999999890861e+00,7.830047423705163112e+01,-6.327112996061799066e+01
-5.450000000000045475e+00,2.735873625211205251e+01,-4.755639173188841795e+01
-5.700000000000045475e+00,9.047722357488316902e+01,-3.249595469255663005e+01
-5.950000000000045475e+00,-6.423830810142573178e+00,-4.334352517985612252e+01
-6.119999999999890861e+00,-5.044915150978961549e+01,-3.113256484149855652e+01
-6.200000000000045475e+00,-8.629126144076899152e+01,-3.973585278986941205e+01
-6.450000000000045475e+00,-3.050124577443327780e+02,-3.712178684894579561e+01
-6.700000000000045475e+00,-8.708593918786802135e+01,-3.814264516767237012e+01
-6.789999999999963620e+00,-1.330432553056921279e+02,-2.607347300088521891e+01
-7.039999999999963620e+00,-1.787391415734068403e+02,-2.592557457212713956e+01
-7.289999999999963620e+00,-2.763466608203304986e+02,-7.218057971014492580e+01
-7.369999999999890861e+00,-3.389688922053992428e+02,-2.056189243600805696e+02
-7.529999999999972715e+00,-3.551249097184848438e+02,-2.151970914657482226e+01
-7.619999999999890861e+00,-4.102715793880769866e+02,-3.053211706575446982e+01
-7.789999999999963620e+00,-3.712484993610028710e+02,-3.911801775995417785e+01
-7.869999999999890861e+00,-4.521439198480846358e+02,-3.948539559504678920e+01
-8.039999999999963620e+00,-6.264056388961562334e+02,-3.715197484044029608e+01
-8.119999999999890861e+00,-4.756488684226191594e+02,-3.785579641847314036e+01
-8.200000000000045475e+00,-5.592521733224984928e+02,-2.472614494916518879e+01
-8.279999999999972715e+00,-5.495056603903968835e+02,-2.175541651101979923e+01
-8.369999999999890861e+00,-5.562545055948301069e+02,-2.023803303163198564e+01
-8.529999999999972715e+00,-6.345749180174575486e+02,-2.820680096100535650e+01
-8.619999999999890861e+00,-6.100421147192388389e+02,-2.829307628139772035e+01
-8.700000000000045475e+00,-7.297633739454971646e+02,-2.567391105835083920e+01
-8.789999999999963620e+00,-8.967303463031327055e+02,-3.304874340398890809e+01
-8.869999999999890861e+00,-8.981671196927615028e+02,-3.376115532504694272e+01
-8.950000000000045475e+00,-8.477265162156220413e+02,-2.746819040763070419e+01
-9.039999999999963620e+00,-8.981671196927615028e+02,-3.878941250111776640e+01
