age,pc05,pc10,pc25,pc50,pc75,pc90,pc95
5231,6.760411562461062,7.150222208847339,8.5356634886491,12.28359894133685,18.531610124247603,21.39248215259899,22.44242055399272
5232,6.762927876838671,7.155684188187601,8.553248087028702,12.3647749524287,18.581878568286623,21.43223579771239,22.467796776320075
5233,6.765557056582738,7.161391156113275,8.571751719343805,12.451002459060849,18.63301489889155,21.47241889619933,22.49341757462416
5234,6.76830338102438,7.167352401455028,8.591079792215506,12.56290999172067,18.685039563997066,21.51300112556308,22.519246342954236
5235,6.771171354078352,7.173577700530779,8.611361513195597,12.687170661988889,18.73797127984245,21.553938368948454,22.545292342056065
5236,6.774165716016388,7.180077342701232,8.632617653840553,12.818664435402884,18.791829949122462,21.595112355833468,22.5715215212765
5237,6.777291455916281,7.186862157392179,8.654847818042937,12.957858079966066,18.846636693340283,21.636466236469303,22.597943125393464
5238,6.780553824827335,7.193943542671796,8.678205981120602,13.105327527845036,18.902424516551555,21.67794115666033,22.624540236264945
5239,6.7839583496954265,7.20134685896509,8.702604101197403,13.261678888980034,18.95922554149824,21.7194793727038,22.6513022626464
5240,6.787510848093699,7.209135283556383,8.728257639062207,13.427550282361914,19.01704997633601,21.76106044740833,22.67823040119594
5241,6.791217443807909,7.217261547941071,8.7550668251395,13.603634999404488,19.07592423337889,21.80271579363137,22.705275755798883
5242,6.7950845833286495,7.225739785272845,8.783230765581907,13.790813471144864,19.13587611641084,21.84444833162572,22.732424958769084
5243,6.7991190533060815,7.234584874464256,8.812720477884369,13.989929598984382,19.196934855667013,21.886210769629344,22.759640768590117
5244,6.803362939290662,7.243812480694259,8.843634087251498,14.201968390628254,19.260023253236817,21.927956792612477,22.78690017947805
5245,6.807799984244326,7.253473368555955,8.876103230730152,14.42810325590024,19.33371832656896,21.96965079374429,22.81417352387814
5246,6.812428944784808,7.263616443866559,8.910117309656615,14.669495926855568,19.430325300049287,22.011257459581195,22.84143331309629
5247,6.817258251752433,7.27419852246547,8.945813306248194,14.9275691968735,19.543330337143008,22.052741849748283,22.8696327036252
5248,6.8222967847395495,7.285239061501467,8.983332615920665,15.203859704247746,19.659791245115837,22.094092119550485,22.898162244104878
5249,6.827553896971725,7.296758555958358,9.022703828649544,15.500173063643132,19.77983099426567,22.135262740870232,22.9285784940618
5250,6.833039441675084,7.308865584089107,9.064046346643869,15.81853390696812,19.903562232492774,22.1762099725221,22.95955366015542
5251,6.838763800024335,7.321533210701597,9.107486366212198,16.161142623387523,20.031201010387694,22.216901220218595,22.99182010097413
5252,6.844737910772582,7.334753522862938,9.15315729425223,16.36602174532759,20.160947235397035,22.257304607429056,23.025511501728023
5253,6.850983459622773,7.348552030724547,9.20120019164223,16.481485750003323,20.26103399778232,22.297398923274336,23.059938558485243
5254,6.857560210651854,7.363083284739878,9.251764245373838,16.599928908542175,20.33737917672053,22.337172900068172,23.095485945534215
5255,6.864426187007702,7.378268474295121,9.30500727140049,16.72157373122434,20.40797225657796,22.37656951912521,23.130222514605656
5256,6.871595032563597,7.394123506852264,9.361096250321184,16.846452127502932,20.47776493252355,22.41557989678422,23.164112452549105
5257,6.879081133881015,7.410784859471458,9.420207898176637,16.97481170828261,20.54672481415104,22.454209839814474,23.19716775162481
5258,6.886899662929635,7.42824621883159,9.482529274805048,17.10673181908447,20.61504316996352,22.49251225590886,23.22943491246661
5259,6.895066622455598,7.446485738602592,9.548258432388824,17.242441201168347,20.68269797583044,22.530476442409107,23.26086521160343
5260,6.903636232970173,7.465692576128838,9.617744136243996,17.38211727934167,20.74972539105459,22.56807832453912,23.291493308966427
5261,6.912644126676785,7.485797642964354,9.69111218902651,17.520503492290644,20.816626757096465,22.605303564239502,23.321334556014445
5262,6.922058110945127,7.506875073580936,9.768730485782822,17.617538600559918,20.883303448342154,22.642136500929503,23.35035373919318
5263,6.931898230610338,7.529050481757511,9.850812906153822,17.698222923413304,20.949642313471774,22.67835741149375,23.378633482515102
5264,6.942185646009939,7.552255436224167,9.937827698281142,17.77969703863089,21.01532682864231,22.71395645101108,23.40610499142569
5265,6.952973051083468,7.576730896635427,10.03004518316544,17.86220481674002,21.080190380309617,22.74891310280077,23.43283469539217
5266,6.964339375081971,7.6023509298315455,10.12788063020643,17.94581759762791,21.144201676282695,22.783180680672743,23.458790430030145
5267,6.976229196555232,7.629384306198002,10.231782246840046,18.03061879469956,21.207360659710805,22.816776079545004,23.484013684732904
5268,6.9886691152392295,7.657741539961796,10.342226756988008,18.116606461796096,21.269628622323733,22.849686932606925,23.508486550493743
5269,7.001704539776513,7.687622537018134,10.459792820030428,18.20383713868363,21.330953869920545,22.88284803594711,23.532247300374426
5270,7.015470299011309,7.719078149861111,10.60713484334804,18.29240402369709,21.391308047101127,22.91591589209724,23.55549869095076
5271,7.029881927840763,7.752152642026238,10.783953782956615,18.38234450677022,21.45066556407115,22.94886150656193,23.578791987766643
5272,7.044972971041524,7.787091869380581,10.9742942507913,18.473703811370573,21.50901448499638,22.98219750428052,23.60143175790593
5273,7.060888796502471,7.82390852427738,11.17953983730709,18.566546541668565,21.56593751590185,23.01518953657061,23.625377558468536
5274,7.077615963599801,7.862722364675371,11.401230484886645,18.660940974332224,21.62059589827208,23.04782637917308,23.648432089783714
5275,7.095143335792718,7.903682117999051,11.64125201848619,18.756957526202434,21.67301669115052,23.08048236244856,23.67286043920011
5276,7.113650345707776,7.946973920859681,11.90156392011669,18.854667923623797,21.723241885972087,23.112084544805462,23.69645440606219
5277,7.133103186597583,7.992748826429501,12.184625630096807,18.954145869754125,21.771669345522294,23.142600463004083,23.721299427976387
5278,7.153535985526927,8.041150756054456,12.497618518405307,19.05546690938128,21.818771157943576,23.17206705797233,23.745428280621784
