depth,pc05,pc10,pc25,pc50,pc75,pc90,pc95,censored,drip_upper_bound,pc50_for_continuity
172.16,15.420582668808406,16.127655622350325,17.44322925336844,19.14169021401504,21.15486171503386,23.31347165620684,24.80289628015645,0,,19.14169021401504
172.61,15.006990813586246,15.6799326092269,16.928485075911002,18.5340598085806,20.42840578018881,22.44860880124622,23.835101799303526,0,,18.5340598085806
173.06,13.214712027602005,13.75423975075671,14.744966906703633,15.999593861312306,17.452298674745798,18.970136561127728,19.99461600600985,0,,15.999593861312306
173.51,14.724718048300652,15.374761033203615,16.57869282412951,18.122748560454205,19.938517159224016,21.867933234028744,23.188169318322792,0,,18.122748560454205
173.96,14.47106525405034,15.103998416966531,16.275095197240397,17.774653667145277,19.53495461232896,21.401383016859416,22.675825901402707,0,,17.774653667145277
174.41,13.12769127081372,13.663471740693392,14.647237878620745,15.892844425711411,17.335477904287988,18.84237859303636,19.858564768513418,0,,15.892844425711411
174.86,15.063284066293193,15.74242944894971,17.003528714163856,18.62685437075736,20.544308131917887,22.59189128889353,23.998563442150918,0,,18.62685437075736
175.46,14.980276558736383,15.649258739593057,16.890087225858995,18.484628810550927,20.364234372645228,22.366831608007534,23.74060784648828,0,,18.484628810550927
176.06,13.255652691433738,13.795542500454031,14.786659164866848,16.041277755378754,17.49351565095846,19.01008146515057,20.032863917451703,0,,16.041277755378754
176.66,17.52627775835966,18.400132496312757,20.042960591414097,22.197430824956765,24.80134852649898,27.655280377911254,29.661935899928977,0,,22.197430824956765
177.26,20.53221181203183,21.69383042900195,23.91720703812579,26.912710761039808,30.659140433596907,34.932076456809675,38.04629657262687,0,,26.912710761039808
177.86,16.5570360667799,17.350182791618355,18.83383910180046,20.7646545787264,23.07610871738854,25.582152610433383,27.32745990947532,0,,20.7646545787264
178.46,18.84761330551417,19.846686722383573,21.74072927339552,24.25585066390097,27.344246112056503,30.791066945829503,33.25441168798529,0,,24.25585066390097
179.02,18.280430642925936,19.227083442958826,21.01603729325373,23.380218819362387,26.265161551660995,29.462132294232493,31.73257499700174,0,,23.380218819362387
179.59,18.40328642883644,19.3617491392706,21.17439640986356,23.57252529069904,26.50349690397613,29.756985743284503,32.070833795216345,0,,23.57252529069904
180.15,19.602080690857523,20.67069831983655,22.705029134787512,25.42302142698033,28.786213043549647,32.57401120611379,35.30325937359444,0,,25.42302142698033
180.72,17.436961738503395,18.30705271870237,19.942988959431275,22.08879172725575,24.682817692214705,27.5263355425992,29.526346457583333,0,,22.08879172725575
181.29,19.627725907035643,20.701817315953587,22.74747555559399,25.482824288931468,28.871187414736717,32.69193510501994,35.4482335897838,0,,25.482824288931468
181.86,17.625423774281664,18.51284986367399,20.183489596817275,22.37857823050441,25.03823454959541,27.96131161961442,30.02171509716419,0,,22.37857823050441
182.36,19.109078099656173,20.133903969504164,22.079990788890257,24.670866495706317,27.86212519274128,31.437081222270947,34.000782217646325,0,,24.670866495706317
182.86,17.008970363005385,17.842331999208216,19.405573694382788,21.44858363386179,23.90754516044205,26.589415744402604,28.467114784418364,0,,21.44858363386179
183.36,16.769849988101658,17.583857633585442,19.109041971561226,21.098916901366152,23.48845381254056,26.08806013656148,27.904586094655265,0,,21.098916901366152
183.86,18.02461515417098,18.94460471221531,20.679880331519183,22.96617408656576,25.74590545616081,28.813029744382323,30.982759336799496,0,,22.96617408656576
184.36,19.627725907035643,20.701817315953587,22.74747555559399,25.482824288931468,28.871187414736717,32.69193510501994,35.4482335897838,0,,25.482824288931468
184.86,18.05430890779752,18.98193436796903,20.732939398348424,23.04307035782883,25.856538816592025,28.966890026235166,31.17075936223576,0,,23.04307035782883
185.26,16.035188577805567,16.78507256616466,18.183639208094142,19.99553386888705,22.15291905654257,24.4772879759207,26.087327382221577,0,,19.99553386888705
185.66,16.3562601530591,17.131876171745677,18.580946994745563,20.463076323729005,22.711180077063556,25.14189426478521,26.83089674221782,0,,20.463076323729005
186.06,18.78496094341466,19.775231309391817,21.65139723879354,24.139933491131323,27.19112245212223,30.59072204116932,33.01685800899829,0,,24.139933491131323
186.46,19.94840323626528,21.049403550701268,23.149105404260062,25.96218503450846,29.455352094273103,33.40544004491472,36.26247734737412,0,,25.96218503450846
186.86,20.36519110113217,21.51236163466829,23.706462714016485,26.65967709755889,30.348541848617646,34.549003083635846,37.60649637513046,0,,26.65967709755889
187.26,17.946201040464775,18.858823071338616,20.57933859726391,22.84459411830483,25.59602381711836,28.628792786753596,30.772227285316347,0,,22.84459411830483
187.66,18.53318105807374,19.499357602970356,21.32639671389189,23.74413815425737,26.69963338565192,29.98094787553368,32.3152728160934,0,,23.74413815425737
188.06,20.6326882231836,21.805085128428555,24.050085545428143,27.07769045478152,30.869216084889143,35.199631286922695,38.36048241644939,0,,27.07769045478152
188.46,19.976548378707264,21.08334437489593,23.195205905258376,26.027049090422672,29.547244623670355,33.533243809409896,36.41941220795904,0,,26.027049090422672
188.86,20.48235511714004,21.63867817070064,23.85130356730821,26.830936996630022,30.555199501248243,34.799720376110656,37.89114343984589,0,,26.830936996630022
189.26,18.22364636917776,19.162601431635768,20.93547910057627,23.275945571025503,26.12819786774411,29.28392672574419,31.521807712236757,0,,23.275945571025503
