Ni,Co,Cu,Cr,V,Zn,depth_cm
1.4184727444605703,3.1837750510376392,4.329110696647736,1.4392103898938635,1.303742300648608,1.512405507798,155.743
1.6438078037309543,3.2845724856166654,3.0371403763457474,1.2252735259610925,1.602253316573001,2.5481716286733884,156.378
2.257518688596238,4.53923128645274,3.86995033993294,1.826799688209485,2.5187303493944437,0.8722109921380914,157.013
